,StockName,StartTime,Period,StockAtStart,StockAtEnd,LableTime,LableValue
237,CERN,2009-12-31,365 days 00:00:00.000000000,18.87,23.51,2011-03-31,0.21897121283624352
238,CERN,2010-12-31,365 days 00:00:00.000000000,24.59,30.26,2012-03-30,0.20674567000911584
239,CERN,2011-12-31,365 days 00:00:00.000000000,30.42,38.46,2013-03-30,0.23344947735191637
240,CERN,2012-12-30,365 days 00:00:00.000000000,41.22,57.04,2014-03-30,0.3220028495827397
241,CERN,2013-12-30,365 days 00:00:00.000000000,56.32,64.17,2015-03-30,0.1303012698149224
242,CERN,2014-12-30,365 days 00:00:00.000000000,66.4,59.72,2016-03-29,-0.10593085949889006
243,CERN,2015-12-30,365 days 00:00:00.000000000,56.95,47.01,2017-03-29,-0.19122739515198162
244,CERN,2016-12-29,365 days 00:00:00.000000000,53.21,66.88,2018-03-29,0.2276625863935381
245,CHTR,2009-12-31,365 days 00:00:00.000000000,30.25,38.94,2011-03-31,0.2511923688394276
246,CHTR,2010-12-31,365 days 00:00:00.000000000,41.93,56.94,2012-03-30,0.30363103064630315
247,CHTR,2011-12-31,365 days 00:00:00.000000000,57.96,76.24,2013-03-30,0.2724292101341281
248,CHTR,2012-12-30,365 days 00:00:00.000000000,78.06,136.76,2014-03-30,0.5465040499022437
249,CHTR,2013-12-30,365 days 00:00:00.000000000,137.73,166.62,2015-03-30,0.1898472153770331
250,CHTR,2014-12-30,365 days 00:00:00.000000000,151.16,183.1,2016-03-29,0.19110871776461436
251,CHTR,2015-12-30,365 days 00:00:00.000000000,169.64,275.31,2017-03-29,0.47497471626025406
252,CHTR,2016-12-29,365 days 00:00:00.000000000,323.85,335.96,2018-03-29,0.03670753701823239
253,CHKP,2008-01-01,365 days 00:00:00.000000000,21.39,18.99,2009-03-31,-0.11887072808320963
254,CHKP,2008-12-31,365 days 00:00:00.000000000,22.26,33.88,2010-03-31,0.41396508728179554
255,CHKP,2009-12-31,365 days 00:00:00.000000000,32.09,46.26,2011-03-31,0.36171027440969994
256,CHKP,2010-12-31,365 days 00:00:00.000000000,45.23,52.54,2012-03-30,0.14953462207221035
257,CHKP,2011-12-31,365 days 00:00:00.000000000,57.0,47.64,2013-03-30,-0.17889908256880732
258,CHKP,2012-12-30,365 days 00:00:00.000000000,50.0,64.5,2014-03-30,0.25327510917030566
259,CHKP,2013-12-30,365 days 00:00:00.000000000,64.72,78.57,2015-03-30,0.19331425779886935
260,CHKP,2014-12-30,365 days 00:00:00.000000000,77.15,81.38,2016-03-29,0.05336529363527395
261,CHKP,2015-12-30,365 days 00:00:00.000000000,79.55,84.46,2017-03-29,0.05987439790256688
262,CHKP,2016-12-29,365 days 00:00:00.000000000,98.56,103.62,2018-03-29,0.05005440696409143
263,CTAS,2008-01-01,365 days 00:00:00.000000000,27.05,19.94,2009-03-31,-0.30261757820812935
264,CTAS,2008-12-31,365 days 00:00:00.000000000,17.86,23.81,2010-03-31,0.2855771538276937
265,CTAS,2009-12-31,365 days 00:00:00.000000000,21.36,23.12,2011-03-31,0.07913669064748208
266,CTAS,2010-12-31,365 days 00:00:00.000000000,24.94,,2012-03-30,
267,CTAS,2011-12-31,365 days 00:00:00.000000000,33.52,,2013-03-30,
268,CTAS,2012-12-30,365 days 00:00:00.000000000,38.76,,2014-03-30,
269,CTAS,2013-12-30,365 days 00:00:00.000000000,52.72,,2015-03-30,
270,CTAS,2014-12-30,365 days 00:00:00.000000000,74.48,,2016-03-29,
271,CTAS,2015-12-30,365 days 00:00:00.000000000,81.68,,2017-03-29,
272,CTAS,2016-12-29,365 days 00:00:00.000000000,112.16,,2018-03-29,
273,CSCO,2008-01-01,365 days 00:00:00.000000000,19.06,12.62,2009-03-31,-0.4065656565656565
274,CSCO,2008-12-31,365 days 00:00:00.000000000,11.5,18.53,2010-03-31,0.4681984681984683
275,CSCO,2009-12-31,365 days 00:00:00.000000000,17.53,15.66,2011-03-31,-0.11268454353721007
276,CSCO,2010-12-31,365 days 00:00:00.000000000,16.47,14.45,2012-03-30,-0.13065976714100905
277,CSCO,2011-12-31,365 days 00:00:00.000000000,,15.13,2013-03-30,
278,CSCO,2012-12-30,365 days 00:00:00.000000000,16.67,18.41,2014-03-30,0.09920182440136821
279,CSCO,2013-12-30,365 days 00:00:00.000000000,,21.19,2015-03-30,
280,CSCO,2014-12-30,365 days 00:00:00.000000000,,22.76,2016-03-29,
281,CSCO,2015-12-30,365 days 00:00:00.000000000,,28.46,2017-03-29,
282,CSCO,2016-12-29,365 days 00:00:00.000000000,,31.24,2018-03-29,
283,CTXS,2008-01-01,365 days 00:00:00.000000000,26.96,18.39,2009-03-31,-0.3779492833517089
284,CTXS,2008-12-31,365 days 00:00:00.000000000,16.3,32.46,2010-03-31,0.6628383921246923
285,CTXS,2009-12-31,365 days 00:00:00.000000000,32.56,53.37,2011-03-31,0.4843477248923541
286,CTXS,2010-12-31,365 days 00:00:00.000000000,49.55,47.38,2012-03-30,-0.044774579593520984
287,CTXS,2011-12-31,365 days 00:00:00.000000000,51.21,51.2,2013-03-30,-0.0001952934283760963
288,CTXS,2012-12-30,365 days 00:00:00.000000000,57.17,49.35,2014-03-30,-0.14682688696958318
289,CTXS,2013-12-30,365 days 00:00:00.000000000,42.25,49.78,2015-03-30,0.16364229055742696
290,CTXS,2014-12-30,365 days 00:00:00.000000000,46.3,59.02,2016-03-29,0.24154956323585278
291,CTXS,2015-12-30,365 days 00:00:00.000000000,54.95,69.68,2017-03-29,0.2363796838642382
292,CTXS,2016-12-29,365 days 00:00:00.000000000,72.77,85.86,2018-03-29,0.16503813906575054
293,CTSH,2008-01-01,365 days 00:00:00.000000000,13.56,8.72,2009-03-31,-0.4344703770197486
294,CTSH,2008-12-31,365 days 00:00:00.000000000,9.04,21.88,2010-03-31,0.8305304010349289
295,CTSH,2009-12-31,365 days 00:00:00.000000000,21.14,35.37,2011-03-31,0.5036276765174305
296,CTSH,2010-12-31,365 days 00:00:00.000000000,35.41,31.04,2012-03-30,-0.13152746425884118
297,CTSH,2011-12-31,365 days 00:00:00.000000000,35.08,35.66,2013-03-30,0.01639807746677971
298,CTSH,2012-12-30,365 days 00:00:00.000000000,38.11,48.74,2014-03-30,0.2447898675877951
299,CTSH,2013-12-30,365 days 00:00:00.000000000,46.88,52.11,2015-03-30,0.10566723911506205
300,CTSH,2014-12-30,365 days 00:00:00.000000000,52.52,57.93,2016-03-29,0.09796287913082836
301,CTSH,2015-12-30,365 days 00:00:00.000000000,60.31,53.9,2017-03-29,-0.112249365204448
302,CTSH,2016-12-29,365 days 00:00:00.000000000,50.85,73.37,2018-03-29,0.362582514892932
303,CMCSA,2008-01-01,365 days 00:00:00.000000000,7.34,6.37,2009-03-31,-0.14150255288110863
304,CMCSA,2008-12-31,365 days 00:00:00.000000000,,6.94,2010-03-31,
305,CMCSA,2009-12-31,365 days 00:00:00.000000000,,7.59,2011-03-31,
306,CMCSA,2010-12-31,365 days 00:00:00.000000000,,8.94,2012-03-30,
307,CMCSA,2011-12-31,365 days 00:00:00.000000000,11.54,16.38,2013-03-30,0.34670487106017195
308,CMCSA,2012-12-30,365 days 00:00:00.000000000,16.92,,2014-03-30,
309,CMCSA,2013-12-30,365 days 00:00:00.000000000,23.22,24.32,2015-03-30,0.04627681952040393
310,CMCSA,2014-12-30,365 days 00:00:00.000000000,,26.15,2016-03-29,
311,CMCSA,2015-12-30,365 days 00:00:00.000000000,,31.04,2017-03-29,
312,CMCSA,2016-12-29,365 days 00:00:00.000000000,32.86,38.63,2018-03-29,0.16142117778710316
313,CPRT,2008-01-01,365 days 00:00:00.000000000,10.26,6.8,2009-03-31,-0.40562719812426734
314,CPRT,2008-12-31,365 days 00:00:00.000000000,5.94,9.15,2010-03-31,0.4254473161033797
315,CPRT,2009-12-31,365 days 00:00:00.000000000,8.45,9.34,2011-03-31,0.10005621135469371
316,CPRT,2010-12-31,365 days 00:00:00.000000000,9.87,11.97,2012-03-30,0.19230769230769243
317,CPRT,2011-12-31,365 days 00:00:00.000000000,11.83,15.07,2013-03-30,0.24089219330855022
318,CPRT,2012-12-30,365 days 00:00:00.000000000,17.92,18.33,2014-03-30,0.022620689655172225
319,CPRT,2013-12-30,365 days 00:00:00.000000000,17.06,16.69,2015-03-30,-0.021925925925925776
320,CPRT,2014-12-30,365 days 00:00:00.000000000,18.41,19.0,2016-03-29,0.03154236835070836
321,CPRT,2015-12-30,365 days 00:00:00.000000000,16.62,27.7,2017-03-29,0.49999999999999994
322,CPRT,2016-12-29,365 days 00:00:00.000000000,28.52,36.29,2018-03-29,0.23977781206603918
323,CSGP,2008-01-01,365 days 00:00:00.000000000,42.59,32.94,2009-03-31,-0.25552760492519544
324,CSGP,2008-12-31,365 days 00:00:00.000000000,29.39,41.77,2010-03-31,0.34794828555368196
325,CSGP,2009-12-31,365 days 00:00:00.000000000,40.65,57.56,2011-03-31,0.3443641177069545
326,CSGP,2010-12-31,365 days 00:00:00.000000000,56.5,66.73,2012-03-30,0.16603099894506212
327,CSGP,2011-12-31,365 days 00:00:00.000000000,56.88,89.37,2013-03-30,0.44430769230769235
328,CSGP,2012-12-30,365 days 00:00:00.000000000,93.78,184.58,2014-03-30,0.6523925851415434
329,CSGP,2013-12-30,365 days 00:00:00.000000000,172.05,183.63,2015-03-30,0.06511470985155186
330,CSGP,2014-12-30,365 days 00:00:00.000000000,184.89,206.69,2016-03-29,0.11134378671025084
331,CSGP,2015-12-30,365 days 00:00:00.000000000,174.07,188.49,2017-03-29,0.07954545454545463
332,CSGP,2016-12-29,365 days 00:00:00.000000000,203.33,296.95,2018-03-29,0.37427040857120003
333,COST,2008-01-01,365 days 00:00:00.000000000,51.5,49.43,2009-03-31,-0.04101852769246012
334,COST,2008-12-31,365 days 00:00:00.000000000,34.2,43.54,2010-03-31,0.24028813995369167
335,COST,2009-12-31,365 days 00:00:00.000000000,44.77,50.46,2011-03-31,0.11950015751338859
336,COST,2010-12-31,365 days 00:00:00.000000000,56.69,65.05,2012-03-30,0.13734187612945623
337,COST,2011-12-31,365 days 00:00:00.000000000,65.86,80.27,2013-03-30,0.19722165195373978
338,COST,2012-12-30,365 days 00:00:00.000000000,88.55,99.92,2014-03-30,0.12065580729028498
339,COST,2013-12-30,365 days 00:00:00.000000000,98.25,109.96,2015-03-30,0.11248258969309827
340,COST,2014-12-30,365 days 00:00:00.000000000,126.68,,2016-03-29,
341,COST,2015-12-30,365 days 00:00:00.000000000,138.53,141.24,2017-03-29,0.019373056439217988
342,COST,2016-12-29,365 days 00:00:00.000000000,152.2,,2018-03-29,
343,CSX,2008-01-01,365 days 00:00:00.000000000,12.7,14.39,2009-03-31,0.12476928755998533
344,CSX,2008-12-31,365 days 00:00:00.000000000,7.49,11.34,2010-03-31,0.40892193308550184
345,CSX,2009-12-31,365 days 00:00:00.000000000,11.93,15.28,2011-03-31,0.24623300257258357
346,CSX,2010-12-31,365 days 00:00:00.000000000,19.77,,2012-03-30,
347,CSX,2011-12-31,365 days 00:00:00.000000000,19.38,17.94,2013-03-30,-0.07717041800643075
348,CSX,2012-12-30,365 days 00:00:00.000000000,19.36,22.82,2014-03-30,0.16405879563774306
349,CSX,2013-12-30,365 days 00:00:00.000000000,24.01,29.05,2015-03-30,0.18997361477572555
350,CSX,2014-12-30,365 days 00:00:00.000000000,30.45,24.88,2016-03-29,-0.2013374299656606
351,CSX,2015-12-30,365 days 00:00:00.000000000,21.04,28.99,2017-03-29,0.3178093144113531
352,CSX,2016-12-29,365 days 00:00:00.000000000,44.47,52.43,2018-03-29,0.16429308565531475
353,DLTR,2008-01-01,365 days 00:00:00.000000000,9.33,13.9,2009-03-31,0.3934567369780457
354,DLTR,2008-12-31,365 days 00:00:00.000000000,14.29,16.1,2010-03-31,0.11911813096413308
355,DLTR,2009-12-31,365 days 00:00:00.000000000,16.63,27.48,2011-03-31,0.49195193833597833
356,DLTR,2010-12-31,365 days 00:00:00.000000000,25.47,41.56,2012-03-30,0.480083544681486
357,DLTR,2011-12-31,365 days 00:00:00.000000000,42.69,41.74,2013-03-30,-0.022503849342650612
358,DLTR,2012-12-30,365 days 00:00:00.000000000,40.25,56.42,2014-03-30,0.33454018826937004
359,DLTR,2013-12-30,365 days 00:00:00.000000000,50.49,70.38,2015-03-30,0.3291139240506328
360,DLTR,2014-12-30,365 days 00:00:00.000000000,71.22,77.22,2016-03-29,0.08084074373484236
361,DLTR,2015-12-30,365 days 00:00:00.000000000,81.21,77.18,2017-03-29,-0.050887050950186086
362,DLTR,2016-12-29,365 days 00:00:00.000000000,77.01,107.31,2018-03-29,0.32877604166666663
363,EBAY,2008-01-01,365 days 00:00:00.000000000,11.41,5.76,2009-03-31,-0.6581246359930111
364,EBAY,2008-12-31,365 days 00:00:00.000000000,4.94,9.71,2010-03-31,0.6511945392491467
365,EBAY,2009-12-31,365 days 00:00:00.000000000,9.46,11.49,2011-03-31,0.1937947494033412
366,EBAY,2010-12-31,365 days 00:00:00.000000000,12.63,12.52,2012-03-30,-0.008747514910536876
367,EBAY,2011-12-31,365 days 00:00:00.000000000,13.17,21.05,2013-03-30,0.46054938632378734
368,EBAY,2012-12-30,365 days 00:00:00.000000000,23.28,22.65,2014-03-30,-0.02743305029392565
369,EBAY,2013-12-30,365 days 00:00:00.000000000,21.93,23.16,2015-03-30,0.0545575515635396
370,EBAY,2014-12-30,365 days 00:00:00.000000000,21.92,29.02,2016-03-29,0.2787593246957204
371,EBAY,2015-12-30,365 days 00:00:00.000000000,22.89,29.11,2017-03-29,0.2392307692307692
372,EBAY,2016-12-29,365 days 00:00:00.000000000,31.28,37.01,2018-03-29,0.1678137355396104
373,EA,2008-01-01,365 days 00:00:00.000000000,46.61,16.04,2009-03-31,-0.9758978451715882
374,EA,2008-12-31,365 days 00:00:00.000000000,15.2,17.75,2010-03-31,0.15477996965098637
375,EA,2009-12-31,365 days 00:00:00.000000000,16.52,16.38,2011-03-31,-0.008510638297872375
376,EA,2010-12-31,365 days 00:00:00.000000000,15.58,20.6,2012-03-30,0.277501381978994
377,EA,2011-12-31,365 days 00:00:00.000000000,18.7,14.52,2013-03-30,-0.25165562913907286
378,EA,2012-12-30,365 days 00:00:00.000000000,15.62,22.94,2014-03-30,0.3796680497925312
379,EA,2013-12-30,365 days 00:00:00.000000000,26.36,47.02,2015-03-30,0.5630962115017717
380,EA,2014-12-30,365 days 00:00:00.000000000,55.03,68.72,2016-03-29,0.22125252525252523
381,EA,2015-12-30,365 days 00:00:00.000000000,64.17,78.76,2017-03-29,0.20415588050094455
382,EA,2016-12-29,365 days 00:00:00.000000000,83.43,105.06,2018-03-29,0.22950819672131142
383,EXC,2008-01-01,365 days 00:00:00.000000000,46.04,38.48,2009-03-31,-0.17889256980596316
384,EXC,2008-12-31,365 days 00:00:00.000000000,33.27,31.74,2010-03-31,-0.047069681587448224
385,EXC,2009-12-31,365 days 00:00:00.000000000,29.65,28.58,2011-03-31,-0.03675081573072301
386,EXC,2010-12-31,365 days 00:00:00.000000000,29.09,30.08,2012-03-30,0.033462903498394404
387,EXC,2011-12-31,365 days 00:00:00.000000000,28.51,,2013-03-30,
388,EXC,2012-12-30,365 days 00:00:00.000000000,23.83,23.24,2014-03-30,-0.02506904610155088
389,EXC,2013-12-30,365 days 00:00:00.000000000,23.08,27.82,2015-03-30,0.1862475442043223
390,EXC,2014-12-30,365 days 00:00:00.000000000,29.62,25.13,2016-03-29,-0.16401826484018273
391,EXC,2015-12-30,365 days 00:00:00.000000000,25.15,29.28,2017-03-29,0.15175454712474748
392,EXC,2016-12-29,365 days 00:00:00.000000000,32.01,34.78,2018-03-29,0.08294654888456367
393,EXPE,2008-01-01,365 days 00:00:00.000000000,30.43,10.85,2009-03-31,-0.9486434108527131
394,EXPE,2008-12-31,365 days 00:00:00.000000000,11.59,33.89,2010-03-31,0.980650835532102
395,EXPE,2009-12-31,365 days 00:00:00.000000000,28.33,37.53,2011-03-31,0.2793805040996053
396,EXPE,2010-12-31,365 days 00:00:00.000000000,33.76,34.62,2012-03-30,0.025153553670663922
397,EXPE,2011-12-31,365 days 00:00:00.000000000,29.73,53.4,2013-03-30,0.5694695055936485
398,EXPE,2012-12-30,365 days 00:00:00.000000000,61.56,48.71,2014-03-30,-0.23306429672621748
399,EXPE,2013-12-30,365 days 00:00:00.000000000,61.33,83.09,2015-03-30,0.30134330425148875
400,EXPE,2014-12-30,365 days 00:00:00.000000000,81.99,112.47,2016-03-29,0.31348349274915155
401,EXPE,2015-12-30,365 days 00:00:00.000000000,95.92,112.53,2017-03-29,0.15936675461741426
402,EXPE,2016-12-29,365 days 00:00:00.000000000,117.67,139.96,2018-03-29,0.17303885417071
403,FB,2011-12-31,365 days 00:00:00.000000000,28.89,26.62,2013-03-30,-0.08178706539362275
404,FB,2012-12-30,365 days 00:00:00.000000000,31.01,54.65,2014-03-30,0.5519495680597711
405,FB,2013-12-30,365 days 00:00:00.000000000,63.03,78.02,2015-03-30,0.21254874158099957
406,FB,2014-12-30,365 days 00:00:00.000000000,76.11,104.66,2016-03-29,0.3158709962936328
407,FB,2015-12-30,365 days 00:00:00.000000000,112.27,115.05,2017-03-29,0.024458912546190405
408,FB,2016-12-29,365 days 00:00:00.000000000,132.25,176.46,2018-03-29,0.28641767354475073
409,FAST,2008-01-01,365 days 00:00:00.000000000,7.43,7.51,2009-03-31,0.01070950468540831
410,FAST,2008-12-31,365 days 00:00:00.000000000,6.34,6.62,2010-03-31,0.04320987654320991
411,FAST,2009-12-31,365 days 00:00:00.000000000,7.98,10.06,2011-03-31,0.2305986696230599
412,FAST,2010-12-31,365 days 00:00:00.000000000,11.5,13.39,2012-03-30,0.15186822016874252
413,FAST,2011-12-31,365 days 00:00:00.000000000,,17.47,2013-03-30,
414,FAST,2012-12-30,365 days 00:00:00.000000000,,21.01,2014-03-30,
415,FAST,2013-12-30,365 days 00:00:00.000000000,,19.17,2015-03-30,
416,FAST,2014-12-30,365 days 00:00:00.000000000,,16.04,2016-03-29,
417,FAST,2015-12-30,365 days 00:00:00.000000000,,18.84,2017-03-29,
418,FAST,2016-12-29,365 days 00:00:00.000000000,,21.15,2018-03-29,
419,FISV,2008-01-01,365 days 00:00:00.000000000,12.92,9.09,2009-03-31,-0.34802362562471606
420,FISV,2008-12-31,365 days 00:00:00.000000000,7.88,12.12,2010-03-31,0.42399999999999993
421,FISV,2009-12-31,365 days 00:00:00.000000000,11.3,14.64,2011-03-31,0.25751734772552043
422,FISV,2010-12-31,365 days 00:00:00.000000000,15.54,14.69,2012-03-30,-0.056235527621567964
423,FISV,2011-12-31,365 days 00:00:00.000000000,15.88,19.76,2013-03-30,0.2177328843995511
424,FISV,2012-12-30,365 days 00:00:00.000000000,20.27,29.52,2014-03-30,0.37156055432817836
425,FISV,2013-12-30,365 days 00:00:00.000000000,28.19,35.49,2015-03-30,0.2292713567839196
426,FISV,2014-12-30,365 days 00:00:00.000000000,36.56,45.73,2016-03-29,0.22287033661441233
427,FISV,2015-12-30,365 days 00:00:00.000000000,46.78,53.14,2017-03-29,0.12730184147317852
428,FISV,2016-12-29,365 days 00:00:00.000000000,53.56,65.57,2018-03-29,0.201628473096617
429,GILD,2008-01-01,365 days 00:00:00.000000000,19.94,22.19,2009-03-31,0.1068122478044149
430,GILD,2008-12-31,365 days 00:00:00.000000000,21.94,18.78,2010-03-31,-0.1552062868369352
431,GILD,2009-12-31,365 days 00:00:00.000000000,20.93,15.73,2011-03-31,-0.2836879432624113
432,GILD,2010-12-31,365 days 00:00:00.000000000,16.81,17.76,2012-03-30,0.054960948799537335
433,GILD,2011-12-31,365 days 00:00:00.000000000,21.29,31.87,2013-03-30,0.39804364183596697
434,GILD,2012-12-30,365 days 00:00:00.000000000,,64.93,2014-03-30,
435,GILD,2013-12-30,365 days 00:00:00.000000000,70.97,81.81,2015-03-30,0.1419033904961383
436,GILD,2014-12-30,365 days 00:00:00.000000000,92.08,94.56,2016-03-29,0.026575225032147494
437,GILD,2015-12-30,365 days 00:00:00.000000000,72.3,,2017-03-29,
438,GILD,2016-12-29,365 days 00:00:00.000000000,65.34,,2018-03-29,
439,IDXX,2008-01-01,365 days 00:00:00.000000000,28.18,18.04,2009-03-31,-0.43877109476417137
440,IDXX,2008-12-31,365 days 00:00:00.000000000,16.24,26.73,2010-03-31,0.48824761461484767
441,IDXX,2009-12-31,365 days 00:00:00.000000000,26.38,34.61,2011-03-31,0.2698803082472537
442,IDXX,2010-12-31,365 days 00:00:00.000000000,36.03,38.48,2012-03-30,0.06576298483425033
443,IDXX,2011-12-31,365 days 00:00:00.000000000,42.44,46.4,2013-03-30,0.08914903196758218
444,IDXX,2012-12-30,365 days 00:00:00.000000000,47.82,53.19,2014-03-30,0.10632610632610628
445,IDXX,2013-12-30,365 days 00:00:00.000000000,56.85,74.14,2015-03-30,0.26398961752805555
446,IDXX,2014-12-30,365 days 00:00:00.000000000,79.54,70.82,2016-03-29,-0.11598829475924465
447,IDXX,2015-12-30,365 days 00:00:00.000000000,69.85,117.27,2017-03-29,0.506840530141086
448,IDXX,2016-12-29,365 days 00:00:00.000000000,122.4,156.38,2018-03-29,0.2437764545519764
449,ILMN,2008-01-01,365 days 00:00:00.000000000,31.96,22.01,2009-03-31,-0.3687233648323142
450,ILMN,2008-12-31,365 days 00:00:00.000000000,27.19,30.68,2010-03-31,0.12061517193710034
451,ILMN,2009-12-31,365 days 00:00:00.000000000,36.7,63.34,2011-03-31,0.5325869652139145
452,ILMN,2010-12-31,365 days 00:00:00.000000000,69.35,30.48,2012-03-30,-0.77872383051187
453,ILMN,2011-12-31,365 days 00:00:00.000000000,51.64,55.59,2013-03-30,0.07367341229133643
454,ILMN,2012-12-30,365 days 00:00:00.000000000,50.62,110.59,2014-03-30,0.7439985112586068
455,ILMN,2013-12-30,365 days 00:00:00.000000000,151.53,184.58,2015-03-30,0.19666180714646997
456,ILMN,2014-12-30,365 days 00:00:00.000000000,195.37,191.95,2016-03-29,-0.017659816172673842
457,ILMN,2015-12-30,365 days 00:00:00.000000000,156.73,128.04,2017-03-29,-0.20149594409523475
458,ILMN,2016-12-29,365 days 00:00:00.000000000,158.0,218.49,2018-03-29,0.32133655608382694
459,INCY,2008-01-01,365 days 00:00:00.000000000,12.05,3.79,2009-03-31,-1.042929292929293
460,INCY,2008-12-31,365 days 00:00:00.000000000,2.92,9.11,2010-03-31,1.029093931837074
461,INCY,2009-12-31,365 days 00:00:00.000000000,10.76,16.56,2011-03-31,0.4245973645680819
462,INCY,2010-12-31,365 days 00:00:00.000000000,14.79,15.01,2012-03-30,0.014765100671140985
463,INCY,2011-12-31,365 days 00:00:00.000000000,17.87,16.61,2013-03-30,-0.07308584686774951
464,INCY,2012-12-30,365 days 00:00:00.000000000,18.38,50.63,2014-03-30,0.9346471525865816
465,INCY,2013-12-30,365 days 00:00:00.000000000,65.89,73.11,2015-03-30,0.10388489208633092
466,INCY,2014-12-30,365 days 00:00:00.000000000,80.44,108.45,2016-03-29,0.2965747260310234
467,INCY,2015-12-30,365 days 00:00:00.000000000,70.0,100.27,2017-03-29,0.35555294532213544
468,INCY,2016-12-29,365 days 00:00:00.000000000,121.12,94.71,2018-03-29,-0.24472964833433733
469,INTC,2008-01-01,365 days 00:00:00.000000000,14.71,13.12,2009-03-31,-0.11426518145885747
470,INTC,2008-12-31,365 days 00:00:00.000000000,9.06,14.19,2010-03-31,0.4412903225806451
471,INTC,2009-12-31,365 days 00:00:00.000000000,14.22,14.34,2011-03-31,0.00840336134453776
472,INTC,2010-12-31,365 days 00:00:00.000000000,16.18,16.49,2012-03-30,0.018977655341291626
473,INTC,2011-12-31,365 days 00:00:00.000000000,20.85,18.09,2013-03-30,-0.14175654853620964
474,INTC,2012-12-30,365 days 00:00:00.000000000,17.09,19.05,2014-03-30,0.10846707249584953
475,INTC,2013-12-30,365 days 00:00:00.000000000,20.55,29.94,2015-03-30,0.37195484254307787
